,time,bid1,bsize1,ask1,asize1,bid2,bsize2,ask2,asize2,bid3,bsize3,ask3,asize3,bid4,bsize4,ask4,asize4,bid5,bsize5,ask5,asize5,bid6,bsize6,ask6,asize6,bid7,bsize7,ask7,asize7,bid8,bsize8,ask8,asize8,bid9,bsize9,ask9,asize9,bid10,bsize10,ask10,asize10
895,36888000,9.94,50293,9.95,74196,9.93,247103,9.96,125307,9.92,197900,9.97,184406,9.91,305123,9.98,314071,9.9,482500,9.99,350727,9.89,200500,10.0,600463,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,124900
896,36891000,9.94,50693,9.95,73996,9.93,247103,9.96,125307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,482500,9.99,350727,9.89,200500,10.0,600463,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,124900
897,36894000,9.94,51093,9.95,73896,9.93,248203,9.96,125307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,482500,9.99,350727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,124900
898,36896000,9.94,69593,9.95,72896,9.93,248103,9.96,126307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,482500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,124900
899,36898000,9.94,64593,9.95,72896,9.93,249003,9.96,126307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,482500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,124900
900,36902000,9.94,64893,9.95,71296,9.93,242403,9.96,126307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,483500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
901,36905000,9.94,64893,9.95,62196,9.93,244603,9.96,126307,9.92,198900,9.97,185406,9.91,305123,9.98,314071,9.9,483500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
902,36907000,9.94,64893,9.95,62196,9.93,244603,9.96,126307,9.92,199400,9.97,185406,9.91,305123,9.98,314071,9.9,483500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
903,36909000,9.94,64893,9.95,62096,9.93,244603,9.96,126307,9.92,199400,9.97,185406,9.91,305123,9.98,314071,9.9,483500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,130890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
904,36914000,9.94,64993,9.95,62096,9.93,244503,9.96,126307,9.92,199400,9.97,185406,9.91,305123,9.98,314071,9.9,483500,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
905,36918000,9.94,64993,9.95,62096,9.93,244503,9.96,126307,9.92,199400,9.97,185406,9.91,305623,9.98,314071,9.9,483700,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
906,36920000,9.94,67993,9.95,71996,9.93,244503,9.96,126151,9.92,199400,9.97,185406,9.91,305623,9.98,314071,9.9,483700,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
907,36924000,9.94,46893,9.95,71996,9.93,244503,9.96,125351,9.92,199400,9.97,185406,9.91,305623,9.98,314071,9.9,483700,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
908,36927000,9.94,45793,9.95,69996,9.93,244403,9.96,125351,9.92,199400,9.97,185406,9.91,305623,9.98,314071,9.9,483700,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
909,36929000,9.94,45793,9.95,69996,9.93,244503,9.96,126251,9.92,199400,9.97,185406,9.91,306623,9.98,314071,9.9,485200,9.99,353727,9.89,200500,10.0,640783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
910,36932000,9.94,45793,9.95,69996,9.93,245203,9.96,126251,9.92,199400,9.97,185406,9.91,306623,9.98,314071,9.9,485200,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
911,36935000,9.94,40793,9.95,66096,9.93,244303,9.96,126251,9.92,200000,9.97,185406,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
912,36938000,9.94,45793,9.95,66096,9.93,244303,9.96,126251,9.92,200000,9.97,185406,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
913,36939000,9.94,45793,9.95,66096,9.93,245203,9.96,126407,9.92,200000,9.97,185406,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
914,36945000,9.94,45093,9.95,66096,9.93,244503,9.96,125907,9.92,200600,9.97,185406,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
915,36946000,9.94,45093,9.95,65396,9.93,245203,9.96,125907,9.92,200600,9.97,185406,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
916,36950000,9.94,45093,9.95,68396,9.93,243203,9.96,125907,9.92,200600,9.97,187906,9.91,306623,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
917,36954000,9.94,75293,9.95,68296,9.93,243603,9.96,125007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,641783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
918,36956000,9.94,69393,9.95,58296,9.93,243503,9.96,125007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,651783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
919,36959000,9.94,69693,9.95,57996,9.93,243503,9.96,125007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,485100,9.99,353727,9.89,200500,10.0,651783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
920,36963000,9.94,71193,9.95,47996,9.93,243503,9.96,126007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,651783,9.88,131000,10.01,140890,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
921,36966000,9.94,69893,9.95,47996,9.93,243503,9.96,126007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656983,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
922,36968000,9.94,70893,9.95,47996,9.93,243503,9.96,126007,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656783,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
923,36971000,9.94,70793,9.95,46996,9.93,244403,9.96,126807,9.92,202100,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656783,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
924,36974000,9.94,70793,9.95,46996,9.93,244403,9.96,126807,9.92,202300,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656783,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
925,36976000,9.94,71793,9.95,45496,9.93,244403,9.96,126807,9.92,202300,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656783,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
926,36981000,9.94,73793,9.95,45496,9.93,244403,9.96,126807,9.92,202400,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200500,10.0,656783,9.88,131000,10.01,152590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
927,36984000,9.94,77993,9.95,45496,9.93,244403,9.96,126807,9.92,202400,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125500
928,36986000,9.94,79193,9.95,45496,9.93,244403,9.96,126807,9.92,202400,9.97,187906,9.91,307123,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
929,36989000,9.94,139593,9.95,45496,9.93,244403,9.96,126807,9.92,202400,9.97,187906,9.91,309023,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
930,36992000,9.94,141193,9.95,44996,9.93,244403,9.96,126807,9.92,202300,9.97,187906,9.91,309023,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
931,36994000,9.94,141193,9.95,44696,9.93,244403,9.96,126807,9.92,202800,9.97,187906,9.91,310023,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
932,36999000,9.94,144493,9.95,52296,9.93,244503,9.96,126807,9.92,204800,9.97,187906,9.91,313523,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,656783,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
933,37001000,9.94,144893,9.95,52096,9.93,244503,9.96,126807,9.92,204800,9.97,187906,9.91,315123,9.98,314071,9.9,484100,9.99,353727,9.89,200800,10.0,657383,9.88,131000,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
934,37005000,9.94,142993,9.95,51496,9.93,243803,9.96,126807,9.92,204800,9.97,187906,9.91,315123,9.98,314071,9.9,484100,9.99,360327,9.89,200800,10.0,657383,9.88,131800,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148500,10.04,125300
935,37008000,9.94,141293,9.95,64596,9.93,243903,9.96,126807,9.92,204800,9.97,187906,9.91,315123,9.98,314071,9.9,484100,9.99,360327,9.89,200800,10.0,657383,9.88,131800,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
936,37011000,9.94,141793,9.95,64346,9.93,243903,9.96,126807,9.92,204800,9.97,187906,9.91,315623,9.98,314071,9.9,486100,9.99,350327,9.89,200800,10.0,657883,9.88,129700,10.01,150590,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
937,37014000,9.94,135457,9.95,63746,9.93,243003,9.96,126807,9.92,204800,9.97,187906,9.91,326523,9.98,314071,9.9,486100,9.99,350327,9.89,200800,10.0,657883,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
938,37016000,9.94,135557,9.95,62646,9.93,243903,9.96,126807,9.92,204800,9.97,187906,9.91,326523,9.98,314071,9.9,486100,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
939,37019000,9.94,135157,9.95,67146,9.93,243903,9.96,126807,9.92,204200,9.97,187906,9.91,328523,9.98,314071,9.9,486100,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
940,37023000,9.94,135857,9.95,56246,9.93,243903,9.96,126807,9.92,204200,9.97,187906,9.91,328523,9.98,314071,9.9,486100,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
941,37026000,9.94,139557,9.95,56046,9.93,243903,9.96,126807,9.92,204200,9.97,187906,9.91,328523,9.98,314071,9.9,486500,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
942,37029000,9.94,140157,9.95,54346,9.93,243903,9.96,126807,9.92,204200,9.97,187906,9.91,328523,9.98,314071,9.9,486500,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
943,37032000,9.94,137457,9.95,54146,9.93,243903,9.96,126807,9.92,204200,9.97,187906,9.91,328123,9.98,314071,9.9,486500,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
944,37035000,9.94,137357,9.95,53746,9.93,243903,9.96,125727,9.92,206200,9.97,187906,9.91,328123,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,519280,9.85,148100,10.04,125300
945,37038000,9.94,136557,9.95,52346,9.93,243903,9.96,125727,9.92,206200,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148100,10.04,125300
946,37041000,9.94,134357,9.95,49146,9.93,243903,9.96,125727,9.92,184200,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148100,10.04,125300
947,37042000,9.94,134357,9.95,47446,9.93,243903,9.96,125727,9.92,184200,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148100,10.04,125300
948,37047000,9.94,136257,9.95,46546,9.93,243903,9.96,125727,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148100,10.04,125300
949,37048000,9.94,136257,9.95,46946,9.93,243903,9.96,125727,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,129700,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
950,37053000,9.94,136357,9.95,45846,9.93,243903,9.96,125727,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
951,37056000,9.94,133757,9.95,48246,9.93,244003,9.96,126727,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
952,37059000,9.94,129857,9.95,45746,9.93,243103,9.96,126727,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
953,37061000,9.94,128657,9.95,47346,9.93,243903,9.96,126571,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
954,37062000,9.94,128757,9.95,47346,9.93,243903,9.96,126571,9.92,182800,9.97,190406,9.91,326223,9.98,314071,9.9,485600,9.99,350327,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
955,37068000,9.94,127457,9.95,46746,9.93,244603,9.96,126571,9.92,182900,9.97,190406,9.91,330023,9.98,306871,9.9,485600,9.99,351427,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
956,37071000,9.94,122857,9.95,48246,9.93,244603,9.96,126571,9.92,182900,9.97,190406,9.91,330023,9.98,306871,9.9,485600,9.99,351427,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119700,10.03,520280,9.85,148000,10.04,125300
957,37073000,9.94,121305,9.95,48246,9.93,244603,9.96,126571,9.92,182900,9.97,190406,9.91,330023,9.98,306871,9.9,485600,9.99,351427,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119800,10.03,520280,9.85,148000,10.04,125300
958,37076000,9.94,118505,9.95,47046,9.93,244103,9.96,126571,9.92,182900,9.97,190406,9.91,330023,9.98,306871,9.9,485600,9.99,351427,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119800,10.03,520280,9.85,148000,10.04,125300
959,37080000,9.94,95475,9.95,45646,9.93,244103,9.96,126571,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,485600,9.99,353427,9.89,200800,10.0,655383,9.88,130200,10.01,152690,9.87,73500,10.02,187933,9.86,119800,10.03,520280,9.85,148000,10.04,125300
960,37083000,9.94,95975,9.95,32046,9.93,244103,9.96,126571,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,485600,9.99,353427,9.89,200800,10.0,655383,9.88,131200,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,125300
961,37085000,9.94,94155,9.95,30446,9.93,244103,9.96,126571,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,485600,9.99,353427,9.89,200800,10.0,655383,9.88,131200,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,125300
962,37089000,9.94,68150,9.95,26846,9.93,244103,9.96,75927,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,485600,9.99,353427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
963,37090000,9.94,67250,9.95,26746,9.93,244303,9.96,76727,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,486600,9.99,353427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
964,37093000,9.94,67250,9.95,26646,9.93,244303,9.96,76727,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,488100,9.99,353427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
965,37097000,9.94,49839,9.95,25846,9.93,245103,9.96,76727,9.92,182900,9.97,197606,9.91,330023,9.98,306871,9.9,488100,9.99,353427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
966,37101000,9.94,42739,9.95,24846,9.93,245103,9.96,76727,9.92,182900,9.97,197606,9.91,332023,9.98,306871,9.9,488100,9.99,353427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,192933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
967,37104000,9.94,41739,9.95,24846,9.93,244203,9.96,76727,9.92,182900,9.97,197606,9.91,332023,9.98,306871,9.9,488100,9.99,354427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
968,37106000,9.94,41339,9.95,21546,9.93,245103,9.96,76727,9.92,182900,9.97,197606,9.91,332023,9.98,306871,9.9,488100,9.99,354427,9.89,200800,10.0,655383,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
969,37110000,9.94,39439,9.95,21046,9.93,245103,9.96,76727,9.92,182900,9.97,197606,9.91,332023,9.98,306871,9.9,488100,9.99,354427,9.89,200800,10.0,655983,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
970,37113000,9.94,46339,9.95,21046,9.93,230503,9.96,74727,9.92,182900,9.97,198206,9.91,332023,9.98,306871,9.9,488100,9.99,354427,9.89,200800,10.0,655983,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
971,37116000,9.94,46839,9.95,16746,9.93,230503,9.96,74727,9.92,182900,9.97,198206,9.91,332023,9.98,306871,9.9,488100,9.99,354427,9.89,200800,10.0,656083,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
972,37117000,9.94,46839,9.95,15846,9.93,230503,9.96,74727,9.92,182900,9.97,198206,9.91,332023,9.98,317791,9.9,488100,9.99,354427,9.89,200800,10.0,656083,9.88,130700,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
973,37121000,9.94,46839,9.95,15846,9.93,230503,9.96,75727,9.92,182900,9.97,198206,9.91,332023,9.98,317791,9.9,488100,9.99,354427,9.89,200800,10.0,656084,9.88,131300,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
974,37123000,9.94,7739,9.95,15946,9.93,230503,9.96,75727,9.92,182900,9.97,198206,9.91,332023,9.98,317791,9.9,488100,9.99,354427,9.89,200800,10.0,656084,9.88,131300,10.01,152690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
975,37128000,9.94,7739,9.95,17266,9.93,230503,9.96,75727,9.92,182900,9.97,198206,9.91,332023,9.98,317791,9.9,508100,9.99,354427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
976,37131000,9.94,6739,9.95,19266,9.93,229503,9.96,75727,9.92,182900,9.97,198206,9.91,332023,9.98,317791,9.9,508100,9.99,354427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
977,37134000,9.94,7139,9.95,18466,9.93,229503,9.96,74927,9.92,182900,9.97,198206,9.91,332023,9.98,318791,9.9,508800,9.99,354427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
978,37135000,9.94,6339,9.95,18466,9.93,229503,9.96,75727,9.92,182900,9.97,198206,9.91,332023,9.98,318791,9.9,510800,9.99,353427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
979,37140000,9.94,7339,9.95,18166,9.93,228803,9.96,79327,9.92,182900,9.97,198206,9.91,332023,9.98,318791,9.9,510800,9.99,353427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
980,37143000,9.94,7939,9.95,10566,9.93,228803,9.96,79327,9.92,182900,9.97,198206,9.91,332023,9.98,318791,9.9,510800,9.99,353427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
981,37145000,9.94,7854,9.95,11366,9.93,228803,9.96,79327,9.92,182900,9.97,198206,9.91,332023,9.98,318791,9.9,510800,9.99,353427,9.89,200800,10.0,656084,9.88,131300,10.01,151690,9.87,73500,10.02,191933,9.86,119800,10.03,520280,9.85,148000,10.04,124800
982,37149000,9.95,6734,9.96,79327,9.94,6954,9.97,198206,9.93,227903,9.98,318791,9.92,182900,9.99,353427,9.91,332023,10.0,657524,9.9,505900,10.01,151690,9.89,200800,10.02,191933,9.88,131300,10.03,520280,9.87,73500,10.04,124800,9.86,119800,10.05,663461
983,37151000,9.95,4734,9.96,79427,9.94,6954,9.97,198206,9.93,228803,9.98,318791,9.92,180900,9.99,352727,9.91,332023,10.0,657524,9.9,505900,10.01,151690,9.89,200800,10.02,191933,9.88,131300,10.03,520280,9.87,73500,10.04,124800,9.86,119800,10.05,663461
984,37155000,9.95,3234,9.96,79327,9.94,7254,9.97,198206,9.93,228803,9.98,318791,9.92,180900,9.99,352727,9.91,332023,10.0,658524,9.9,507900,10.01,151690,9.89,200800,10.02,191933,9.88,131300,10.03,520280,9.87,73500,10.04,124800,9.86,119800,10.05,663461
985,37157000,9.96,120673,9.97,198206,9.95,1734,9.98,318791,9.94,7254,9.99,352727,9.93,228803,10.0,658524,9.92,180900,10.01,151690,9.91,332023,10.02,191933,9.9,507900,10.03,520280,9.89,200800,10.04,124800,9.88,131300,10.05,663461,9.87,73500,10.06,269805
986,37160000,9.96,116355,9.97,198206,9.95,2634,9.98,318791,9.94,7254,9.99,352727,9.93,228803,10.0,658524,9.92,180900,10.01,151690,9.91,332023,10.02,191933,9.9,507900,10.03,520280,9.89,200800,10.04,124800,9.88,131300,10.05,663461,9.87,73500,10.06,269805
987,37164000,9.96,108455,9.97,198206,9.95,12634,9.98,318791,9.94,8254,9.99,352727,9.93,227903,10.0,658524,9.92,180900,10.01,151690,9.91,332023,10.02,191933,9.9,511900,10.03,520280,9.89,200800,10.04,124800,9.88,131300,10.05,663461,9.87,73500,10.06,269805
988,37167000,9.96,104255,9.97,198106,9.95,12634,9.98,318791,9.94,8554,9.99,352727,9.93,227803,10.0,658524,9.92,180900,10.01,151690,9.91,332023,10.02,191933,9.9,513100,10.03,520280,9.89,200800,10.04,124800,9.88,131300,10.05,663461,9.87,73500,10.06,269805
