,time,price,size
1977,35589320,9.95,100
1978,35590250,9.95,6500
1979,35590250,9.95,500
1980,35592740,9.96,20000
1981,35595900,9.95,200
1982,35595900,9.94,200
1983,35609270,9.95,100
1984,35611540,9.94,300
1985,35613260,9.95,1800
1986,35613270,9.95,400
1987,35616040,9.95,100
1988,35616090,9.95,100
1989,35616190,9.95,200
1990,35616190,9.96,16394
1991,35616190,9.96,3720
1992,35616190,9.96,5568
1993,35616190,9.96,3000
1994,35616190,9.96,54000
1995,35616190,9.96,500
1996,35616190,9.96,6618
1997,35621530,9.95,100
1998,35628200,9.95,500
1999,35628810,9.95,100
2000,35628850,9.95,300
2001,35628850,9.96,400
2002,35632320,9.95,2000
2003,35635060,9.95,100
2004,35641160,9.95,3000
2005,35642420,9.96,2982
2006,35642420,9.96,200
2007,35642420,9.96,900
2008,35642420,9.96,1000
2009,35642420,9.96,800
2010,35642420,9.96,3118
2011,35642720,9.96,1700
2012,35644310,9.96,100
2013,35644500,9.95,200
2014,35646270,9.95,400
2015,35648710,9.96,600
2016,35650570,9.95,200
2017,35655040,9.95,1100
2018,35655040,9.95,1600
2019,35655060,9.96,900
2020,35655260,9.96,100
2021,35656160,9.96,1900
2022,35658080,9.95,1100
2023,35661280,9.96,100
2024,35667030,9.96,2182
2025,35667030,9.96,3000
2026,35667030,9.96,2300
2027,35667030,9.96,5000
2028,35667030,9.96,2700
2029,35667030,9.97,8011
2030,35667030,9.97,5000
2031,35667030,9.97,500
2032,35667030,9.97,11000
2033,35667030,9.97,307
2034,35668410,9.96,1300
2035,35670470,9.96,1000
2036,35670520,9.96,300
2037,35672600,9.97,193
2038,35672600,9.97,500
2039,35672600,9.97,1207
2040,35673000,9.96,4800
2041,35673460,9.97,3800
2042,35673500,9.97,100
2043,35681380,9.97,1900
2044,35682450,9.97,1900
2045,35684820,9.97,100
2046,35685590,9.97,1900
2047,35686820,9.97,600
2048,35687050,9.97,100
2049,35688190,9.97,100
2050,35688540,9.96,900
2051,35689550,9.97,5000
2052,35692980,9.96,200
2053,35697300,9.96,1000
2054,35698190,9.96,500
2055,35698670,9.97,1900
2056,35702430,9.97,1700
2057,35702610,9.96,20000
2058,35702710,9.97,9000
2059,35705950,9.97,50000
2060,35707370,9.96,300
2061,35709060,9.96,10000
2062,35709560,9.97,100
2063,35710580,9.97,100
2064,35714380,9.97,100
2065,35715550,9.96,100
2066,35717110,9.97,20393
2067,35717110,9.97,1000
2068,35717110,9.97,1000
2069,35717110,9.97,240
2070,35717110,9.97,4920
2071,35717110,9.97,100
2072,35717110,9.97,400
2073,35717110,9.97,2047
2074,35721500,9.97,4600
2075,35724180,9.97,500
2076,35727290,9.97,700
2077,35727330,9.97,100
2078,35729050,9.96,200
2079,35729560,9.96,200
2080,35733030,9.97,2053
2081,35733030,9.97,347
2082,35733790,9.97,200
2083,35736320,9.96,4300
2084,35736320,9.96,1000
2085,35736320,9.96,1500
2086,35736320,9.96,300
2087,35736320,9.96,400
2088,35736320,9.96,200
2089,35736320,9.96,100
2090,35736320,9.96,500
2091,35736370,9.96,2500
2092,35737040,9.96,5000
2093,35739500,9.96,400
2094,35739700,9.96,100
2095,35739700,9.96,100
2096,35739730,9.96,700
2097,35742280,9.96,2500
2098,35742330,9.96,100
2099,35747080,9.96,100
2100,35748350,9.96,200
2101,35748350,9.96,400
2102,35750700,9.96,600
2103,35752670,9.96,100
2104,35753750,9.97,153
2105,35753750,9.97,2500
2106,35753750,9.97,2100
2107,35753750,9.97,400
2108,35753750,9.97,3000
2109,35753750,9.97,1800
2110,35753750,9.97,1000
2111,35753750,9.97,500
2112,35753750,9.97,500
2113,35753750,9.98,2000
2114,35753750,9.98,1000
2115,35753750,9.98,10000
2116,35753750,9.98,180
2117,35753750,9.98,4000
2118,35753750,9.98,768
2119,35753750,9.98,99
2120,35754790,9.98,100
2121,35756100,9.96,300
2122,35756100,9.96,700
2123,35756170,9.96,400
2124,35757290,9.98,100
2125,35760280,9.98,1401
2126,35760280,9.98,500
2127,35760280,9.98,500
2128,35760280,9.98,2599
2129,35761190,9.97,100
2130,35762100,9.97,200
2131,35762640,9.96,900
2132,35762640,9.96,600
2133,35762690,9.96,2220
2134,35762690,9.97,5500
2135,35762690,9.98,1280
2136,35763350,9.98,21
2137,35763350,9.98,1000
2138,35763350,9.98,679
2139,35766470,9.96,800
2140,35768520,9.96,200
2141,35769070,9.97,100
2142,35769170,9.97,900
2143,35769170,9.98,1000
2144,35769580,9.98,100
2145,35773960,9.96,300
2146,35775370,9.97,500
2147,35777540,9.97,300
2148,35779640,9.97,500
2149,35782040,9.96,72
2150,35784700,9.96,1128
2151,35784700,9.96,700
2152,35784980,9.96,3100
2153,35786370,9.95,400
2154,35790390,9.96,372
2155,35790390,9.97,628
2156,35791400,9.96,700
2157,35794390,9.97,232
2158,35794390,9.97,68
2159,35795590,9.97,100
2160,35798700,9.97,532
2161,35798700,9.97,168
2162,35802230,9.97,600
2163,35807430,9.97,2100
2164,35808330,9.96,300
2165,35808710,9.96,400
2166,35810400,9.97,200
2167,35810700,9.97,2500
2168,35813470,9.97,1600
2169,35814360,9.97,632
2170,35814360,9.97,168
2171,35815860,9.96,6300
2172,35815860,9.96,1000
2173,35815860,9.96,300
2174,35815860,9.96,400
2175,35815860,9.96,9800
2176,35815860,9.96,900
2177,35815860,9.96,2000
2178,35815860,9.96,400
2179,35820270,9.96,3600
2180,35822580,9.96,9000
2181,35823280,9.96,1700
2182,35825840,9.96,100
2183,35826400,9.96,14500
2184,35826570,9.97,832
2185,35826570,9.97,1068
2186,35826690,9.97,2000
2187,35826850,9.97,100
2188,35829290,9.96,100
2189,35832200,9.97,3100
2190,35832910,9.96,300
2191,35834870,9.96,100
2192,35835890,9.97,100
2193,35838460,9.97,700
2194,35846250,9.97,800
2195,35848360,9.97,100
2196,35850650,9.97,100
2197,35851350,9.97,1932
2198,35851350,9.97,1900
2199,35851350,9.97,3268
2200,35851740,9.97,1000
2201,35853220,9.97,1000
2202,35853260,9.96,1000
2203,35856520,9.97,700
2204,35858290,9.97,32
2205,35858290,9.97,100
2206,35858290,9.97,568
2207,35862280,9.96,100
2208,35863010,9.96,500
2209,35863670,9.97,100
2210,35871360,9.97,1332
2211,35871360,9.97,300
2212,35871360,9.97,1000
2213,35871360,9.97,2000
2214,35871360,9.97,5368
2215,35874120,9.97,1000
2216,35876830,9.97,1000
2217,35877590,9.97,4752
2218,35877590,9.97,200
2219,35877590,9.97,1000
2220,35877590,9.97,300
2221,35878650,9.97,400
2222,35879220,9.98,521
2223,35879220,9.98,500
2224,35879220,9.98,1279
2225,35882630,9.98,3021
2226,35882630,9.98,1000
2227,35882630,9.98,600
2228,35882630,9.98,900
2229,35882630,9.98,3479
2230,35882660,9.98,1000
2231,35883030,9.98,1700
2232,35884740,9.98,100
2233,35885520,9.98,100
2234,35889920,9.97,500
2235,35892530,9.97,300
2236,35906270,9.97,500
2237,35906640,9.98,100
2238,35906870,9.98,100
2239,35907770,9.98,100
2240,35910430,9.97,1520
2241,35910900,9.98,800
2242,35910900,9.98,100
2243,35912340,9.97,53728
2244,35912340,9.97,100
2245,35912340,9.97,800
2246,35912340,9.97,900
2247,35912340,9.97,1100
2248,35912340,9.97,100
2249,35912340,9.97,100
2250,35912340,9.97,700
2251,35917270,9.97,700
2252,35920020,9.96,400
2253,35923020,9.97,100
2254,35924560,9.97,1000
2255,35925420,9.97,100
2256,35927100,9.97,1600
2257,35928330,9.96,600
2258,35931720,9.97,2300
2259,35935680,9.97,100
2260,35937750,9.96,7400
2261,35937750,9.96,2000
2262,35937750,9.96,500
2263,35937750,9.96,400
2264,35937750,9.96,1000
2265,35937750,9.96,4100
2266,35937750,9.96,1800
2267,35937750,9.96,1300
2268,35937750,9.96,1500
2269,35942630,9.97,1700
2270,35942630,9.97,9000
2271,35943050,9.97,100
2272,35943620,9.97,400
2273,35947000,9.97,100
2274,35949920,9.96,300
2275,35950740,9.97,500
2276,35952550,9.96,100
2277,35956320,9.96,100
2278,35956320,9.96,100
2279,35959420,9.97,100
2280,35961790,9.97,500
2281,35965620,9.97,1200
2282,35967950,9.97,3100
2283,35969210,9.97,19872
2284,35969210,9.97,2000
2285,35969210,9.97,50600
2286,35969210,9.97,40000
2287,35969210,9.97,1900
2288,35969210,9.97,1900
2289,35969210,9.97,1900
2290,35969210,9.97,2600
2291,35969210,9.97,1000
2292,35969210,9.97,1000
2293,35969210,9.97,12300
2294,35969210,9.97,40000
2295,35969210,9.97,2267
2296,35971990,9.97,1200
2297,35972360,9.97,5000
2298,35972530,9.97,1400
2299,35974760,9.97,500
2300,35976240,9.98,700
2301,35982510,9.98,100
2302,35982510,9.98,100
2303,35983590,9.97,700
2304,35987180,9.97,2000
2305,35989790,9.97,1
2306,35992500,9.97,20000
2307,35994690,9.97,1860
2308,35994690,9.97,300
2309,35994690,9.97,300
2310,35994690,9.97,1200
2311,35994690,9.97,100
2312,35994690,9.97,400
2313,36001390,9.97,100
2314,36002520,9.97,1600
2315,36002570,9.96,100
2316,36002910,9.97,9000
2317,36003420,9.97,100
2318,36003740,9.97,5000
2319,36004000,9.97,4000
2320,36005560,9.96,400
2321,36007540,9.97,100
2322,36009000,9.96,300
2323,36012890,9.97,100
2324,36015700,9.96,100
2325,36015700,9.96,100
2326,36017910,9.97,18600
2327,36021040,9.97,900
2328,36022130,9.97,100
2329,36022510,9.97,4700
2330,36023250,9.96,1900
2331,36023250,9.96,600
2332,36023250,9.96,600
2333,36023250,9.96,500
2334,36023250,9.96,1000
2335,36023250,9.96,1100
2336,36023250,9.96,1000
2337,36023250,9.96,4600
2338,36023250,9.96,100
2339,36023250,9.96,1600
2340,36023250,9.96,900
2341,36023250,9.96,1500
2342,36023250,9.96,4700
2343,36025080,9.96,500
2344,36025240,9.96,4800
2345,36025240,9.96,200
2346,36026320,9.97,51540
2347,36026320,9.97,800
2348,36026320,9.97,1000
2349,36026320,9.97,9200
2350,36026320,9.97,40000
2351,36026320,9.97,2000
2352,36026320,9.97,2900
2353,36026320,9.97,40000
2354,36026320,9.97,2800
2355,36026320,9.97,200
2356,36026320,9.97,500
2357,36027020,9.97,2300
2358,36027880,9.98,100
2359,36032750,9.97,400
2360,36034290,9.97,5280
2361,36034650,9.97,100
2362,36035520,9.98,700
2363,36038520,9.97,10000
2364,36041860,9.97,3000
2365,36053110,9.98,600
2366,36057520,9.98,100
2367,36059350,9.97,1200
2368,36059370,9.98,2000
2369,36059980,9.98,100
2370,36060560,9.98,100
2371,36060560,9.98,1200
2372,36061970,9.98,50000
2373,36062570,9.98,9000
2374,36063080,9.97,2640
2375,36063220,9.98,1600
2376,36063290,9.97,10100
2377,36065130,9.97,20000
2378,36065210,9.98,400
2379,36067550,9.98,100
2380,36070270,9.98,100
2381,36071310,9.98,1400
2382,36072720,9.97,44040
2383,36072720,9.97,3300
2384,36072720,9.97,400
2385,36072720,9.97,7300
2386,36072720,9.97,1300
2387,36072720,9.97,700
2388,36072720,9.97,100
2389,36072720,9.97,400
2390,36072720,9.97,500
2391,36072720,9.97,100
2392,36072720,9.97,200
2393,36072720,9.97,300
2394,36072720,9.97,800
2395,36076290,9.97,560
2396,36076710,9.98,400
2397,36078180,9.98,2300
2398,36081880,9.97,200
2399,36084560,9.97,400
2400,36087110,9.97,1340
2401,36087110,9.97,5000
2402,36087110,9.97,100
2403,36090060,9.97,4160
2404,36090060,9.97,2000
2405,36090060,9.98,840
2406,36091330,9.98,100
2407,36092690,9.97,800
2408,36093120,9.97,200
2409,36093120,9.97,1800
2410,36093120,9.98,5100
2411,36093910,9.96,2200
2412,36094110,9.96,2309
2413,36094210,9.97,300
2414,36094410,9.96,2300
2415,36094430,9.97,600
2416,36094700,9.97,100
2417,36096100,9.97,100
2418,36096550,9.97,1200
2419,36097130,9.96,13191
2420,36097130,9.96,300
2421,36097130,9.96,1200
2422,36097130,9.96,1000
2423,36097130,9.96,1000
2424,36097130,9.96,5000
2425,36097130,9.96,100
2426,36097130,9.96,309
2427,36097360,9.97,300
2428,36097440,9.96,300
2429,36098870,9.97,1800
2430,36100140,9.96,1891
2431,36100140,9.96,409
2432,36101520,9.96,491
2433,36101520,9.96,1300
2434,36101520,9.96,1000
2435,36101520,9.95,3200
2436,36101520,9.95,600
2437,36101520,9.95,8220
2438,36101540,9.97,800
2439,36102330,9.95,2310
2440,36102970,9.95,1900
2441,36103410,9.95,2200
2442,36103730,9.96,100
2443,36103970,9.95,5370
2444,36103970,9.95,2500
2445,36103970,9.95,400
2446,36103970,9.95,530
2447,36104140,9.96,3100
2448,36104140,9.96,3719
2449,36104140,9.97,1120
2450,36104140,9.97,1900
2451,36106040,9.97,161
2452,36106040,9.96,1000
2453,36106990,9.96,200
2454,36108230,9.96,1839
2455,36108780,9.96,1161
2456,36108780,9.96,100
2457,36108780,9.95,4470
2458,36108780,9.95,1000
2459,36108780,9.95,300
2460,36108780,9.95,500
2461,36108780,9.95,4000
2462,36108780,9.95,1200
2463,36108780,9.95,1000
2464,36108780,9.95,200
2465,36108780,9.95,200
2466,36108780,9.95,680
2467,36111400,9.95,320
2468,36111400,9.95,400
2469,36111400,9.95,1480
2470,36111840,9.97,700
2471,36112070,9.95,100
2472,36112520,9.97,800
2473,36112520,9.97,500
2474,36114100,9.96,1400
2475,36114100,9.95,220
2476,36114100,9.95,580
2477,36115140,9.97,100
2478,36115460,9.97,100
2479,36117100,9.95,420
2480,36117100,9.95,100
2481,36117100,9.95,500
2482,36117100,9.95,2699
2483,36121360,9.95,2200
2484,36122700,9.97,980
2485,36122700,9.97,400
2486,36122700,9.97,1900
2487,36122700,9.98,5720
2488,36122820,9.95,101
2489,36122820,9.95,500
2490,36122820,9.95,1399
2491,36122850,9.98,1600
2492,36123580,9.98,100
2493,36123950,9.98,100
2494,36124720,9.95,2300
2495,36130440,9.97,100
2496,36130850,9.95,7600
2497,36131090,9.97,100
2498,36136200,9.95,2200
2499,36136710,9.95,500
2500,36139620,9.95,3719
2501,36141450,9.96,100
2502,36141490,9.96,140
2503,36141490,9.96,1000
2504,36141490,9.97,60
2505,36141580,9.97,100
2506,36142870,9.95,3120
2507,36147590,9.97,700
2508,36152560,9.95,100
2509,36153740,9.96,100
2510,36158520,9.96,900
2511,36158520,9.96,1000
2512,36159790,9.96,1900
2513,36160830,9.97,100
2514,36161180,9.96,700
2515,36161350,9.96,1000
2516,36162890,9.97,300
2517,36163110,9.96,1500
2518,36163110,9.95,9062
2519,36163110,9.95,500
2520,36163110,9.95,400
2521,36163110,9.95,538
2522,36164130,9.97,500
2523,36165330,9.97,500
2524,36168900,9.97,2000
2525,36169790,9.95,500
2526,36171290,9.96,400
2527,36171800,9.96,100
2528,36172360,9.95,240
2529,36174600,9.96,400
2530,36177710,9.96,100
2531,36178060,9.96,100
2532,36182720,9.96,1000
2533,36182720,9.96,8000
2534,36182750,9.96,1600
2535,36183480,9.96,100
2536,36184320,9.96,300
2537,36184320,9.97,5000
2538,36185570,9.97,100
2539,36186890,9.97,440
2540,36186890,9.97,1160
2541,36187640,9.95,22
2542,36187640,9.95,278
2543,36189590,9.97,800
2544,36190650,9.96,100
2545,36192790,9.97,300
2546,36193600,9.96,900
2547,36195680,9.96,400
2548,36195840,9.97,200
2549,36201510,9.97,200
2550,36202470,9.96,700
2551,36202470,9.96,1000
2552,36202470,9.96,200
2553,36203650,9.96,1000
2554,36205850,9.96,100
2555,36206610,9.96,600
2556,36206610,9.96,100
2557,36207780,9.96,100
2558,36207780,9.97,400
2559,36212990,9.95,22
2560,36212990,9.95,100
2561,36212990,9.95,3597
2562,36213270,9.95,200
2563,36213450,9.96,200
2564,36216110,9.96,800
2565,36216110,9.97,100
2566,36216540,9.97,1200
2567,36216540,9.97,600
2568,36218160,9.97,40
2569,36218160,9.97,200
2570,36218160,9.97,860
2571,36218520,9.97,400
2572,36220690,9.97,100
2573,36221820,9.97,500
2574,36221830,9.96,800
2575,36221830,9.96,17775
2576,36222470,9.96,7920
2577,36223100,9.97,700
2578,36223460,9.97,1000
2579,36223460,9.97,100
2580,36225480,9.97,2900
2581,36228780,9.97,1500
2582,36229620,9.97,100
2583,36229980,9.97,2100
2584,36231510,9.97,400
2585,36231540,9.97,100
2586,36234060,9.97,100
2587,36234700,9.97,600
2588,36238920,9.96,2500
2589,36242900,9.97,9000
2590,36243280,9.97,1600
2591,36243560,9.97,600
2592,36243930,9.96,300
2593,36245490,9.97,100
2594,36247100,9.97,100
2595,36247330,9.96,500
2596,36250250,9.97,100
2597,36250450,9.96,3719
2598,36251630,9.97,1700
2599,36251630,9.97,1600
2600,36252260,9.96,1
2601,36255610,9.96,100
2602,36258770,9.96,20000
2603,36259950,9.97,2300
2604,36259950,9.97,17700
2605,36263770,9.97,400
2606,36265510,9.97,700
2607,36272060,9.96,100
2608,36272400,9.97,1000
2609,36273910,9.97,3000
2610,36274250,9.96,900
2611,36275090,9.97,1000
2612,36275600,9.97,5000
2613,36275940,9.96,100
2614,36276560,9.96,4080
2615,36277020,9.97,1000
2616,36280420,9.97,100
2617,36285640,9.96,3000
2618,36286200,9.97,1000
2619,36287160,9.97,100
2620,36295630,9.96,1100
2621,36295740,9.97,1000
2622,36298570,9.97,100
2623,36299990,9.97,16100
2624,36301780,9.97,1000
2625,36302780,9.97,9000
2626,36303230,9.97,1600
2627,36306290,9.96,400
2628,36315890,9.96,3719
2629,36317650,9.97,1000
2630,36318750,9.97,200
2631,36323490,9.96,400
2632,36324540,9.97,700
2633,36325220,9.97,3000
2634,36327410,9.97,100
2635,36329580,9.96,900
2636,36330810,9.96,1000
2637,36331170,9.96,400
2638,36334770,9.96,2100
2639,36335260,9.96,1500
2640,36337310,9.97,100
2641,36340120,9.96,2200
2642,36340440,9.97,1100
2643,36343060,9.97,100
2644,36345350,9.96,10500
2645,36347120,9.97,1000
2646,36347800,9.96,2000
2647,36348870,9.97,10000
2648,36349540,9.96,100
2649,36352030,9.96,3719
2650,36352920,9.97,1000
2651,36353060,9.96,200
2652,36354870,9.96,1000
2653,36355140,9.96,1000
2654,36355690,9.97,100
2655,36358680,9.96,400
2656,36361760,9.96,20000
2657,36362780,9.97,9000
2658,36362830,9.97,1600
2659,36363030,9.97,100
2660,36363930,9.97,100
2661,36367700,9.97,100
2662,36367950,9.96,200000
2663,36368160,9.97,100
2664,36373630,9.96,400
2665,36376080,9.97,100
2666,36376600,9.97,1500
2667,36378660,9.96,3648
2668,36379450,9.96,50000
2669,36379710,9.97,100
2670,36379920,9.97,3000
2671,36380390,9.97,900
2672,36380450,9.96,400
2673,36383470,9.96,4119
2674,36383470,9.96,300
2675,36383470,9.96,1000
2676,36383470,9.96,1200
2677,36383470,9.96,400
2678,36383470,9.96,500
2679,36383470,9.96,2200
2680,36383470,9.96,1000
2681,36383470,9.96,400
2682,36383470,9.96,100
2683,36383470,9.96,5700
2684,36383470,9.96,700
2685,36383470,9.96,2000
2686,36383470,9.96,300
2687,36383470,9.96,1100
2688,36383470,9.96,400
2689,36383470,9.96,100
2690,36383470,9.96,200
2691,36383710,9.96,5000
2692,36385010,9.96,1000
2693,36385110,9.95,900
2694,36389030,9.95,6603
2695,36389030,9.95,200
2696,36389030,9.95,5000
2697,36389030,9.95,1000
2698,36389030,9.95,300
2699,36389030,9.95,1100
2700,36389030,9.95,1000
2701,36389030,9.95,700
2702,36389030,9.95,10000
2703,36389030,9.95,1000
2704,36389030,9.95,23097
2705,36391630,9.96,300
2706,36397010,9.95,15603
2707,36397720,9.96,100
2708,36400190,9.95,10393
2709,36402450,9.95,21981
2710,36404880,9.95,1800
2711,36405550,9.95,7626
2712,36405550,9.95,4600
2713,36405550,9.95,1000
2714,36405550,9.95,300
2715,36405550,9.95,1285
2716,36405770,9.95,3615
2717,36405770,9.95,200
2718,36405770,9.95,2100
2719,36405770,9.95,300
2720,36405770,9.95,300
2721,36405770,9.95,1000
2722,36405770,9.95,1000
2723,36405770,9.95,300
2724,36405770,9.95,1578
2725,36406710,9.95,400
2726,36408480,9.95,22
2727,36408480,9.95,1878
2728,36412480,9.95,122
2729,36412480,9.95,500
2730,36412480,9.95,100
2731,36412480,9.95,100
2732,36412480,9.95,5000
2733,36412480,9.95,500
2734,36412480,9.95,3000
2735,36412480,9.95,4778
2736,36413000,9.95,2200
2737,36413180,9.95,3022
2738,36413180,9.95,200
2739,36413180,9.95,1100
2740,36413180,9.95,700
2741,36413180,9.95,100
2742,36413180,9.95,1400
2743,36413180,9.95,200
2744,36413180,9.95,3671
2745,36413990,9.95,1900
2746,36414750,9.96,1000
2747,36417740,9.95,100
2748,36417880,9.95,480
2749,36419190,9.96,300
2750,36419700,9.96,500
2751,36419700,9.96,500
2752,36419700,9.96,15300
2753,36422470,9.96,1600
2754,36423060,9.96,9000
2755,36424560,9.96,100
2756,36429800,9.95,1100
2757,36430130,9.95,700
2758,36430620,9.96,100
2759,36430620,9.96,100
2760,36434750,9.96,1000
2761,36435020,9.95,100
2762,36435500,9.96,1000
2763,36437230,9.95,300
2764,36439570,9.95,2000
2765,36442240,9.96,100
2766,36445840,9.95,500
2767,36452140,9.95,6149
2768,36452140,9.95,400
2769,36452140,9.95,1000
2770,36452140,9.95,1451
2771,36453740,9.96,100
2772,36459850,9.95,400
2773,36459870,9.95,649
2774,36459870,9.95,51
2775,36462240,9.95,1000
2776,36464810,9.96,18300
2777,36473580,9.95,2200
2778,36475260,9.95,900
2779,36477900,9.95,849
2780,36477900,9.95,200
2781,36477900,9.95,500
2782,36477900,9.95,3451
2783,36480820,9.95,300
2784,36483160,9.96,1600
2785,36483170,9.96,9000
2786,36489850,9.95,700
2787,36490730,9.96,100
2788,36491820,9.96,3000
2789,36494060,9.95,1049
2790,36494060,9.95,1100
2791,36494060,9.95,400
2792,36494060,9.95,2500
2793,36494060,9.95,1000
2794,36494060,9.95,3951
2795,36495620,9.95,49
2796,36496250,9.94,300
2797,36498980,9.95,51
2798,36499380,9.96,100
2799,36504970,9.95,149
2800,36504970,9.95,851
2801,36505110,9.95,1000
2802,36508810,9.96,300
2803,36509730,9.96,100
2804,36511370,9.95,149
2805,36511370,9.95,351
2806,36512520,9.95,600
2807,36516090,9.96,7100
2808,36519860,9.95,49
2809,36520210,9.95,200
2810,36520640,9.95,451
2811,36522360,9.96,300
2812,36525110,9.96,31700
2813,36525110,9.96,1900
2814,36525120,9.96,1200
2815,36529370,9.95,549
2816,36529370,9.95,351
2817,36535510,9.96,100
2818,36537340,9.96,500
2819,36537700,9.95,1649
2820,36537700,9.95,400
2821,36537700,9.95,2951
2822,36542910,9.96,100
2823,36542910,9.96,1500
2824,36542910,9.96,400
2825,36542910,9.96,3600
2826,36542910,9.96,300
2827,36542910,9.96,2200
2828,36542910,9.96,2000
2829,36542910,9.96,500
2830,36547170,9.96,100
2831,36549860,9.95,700
2832,36562940,9.96,100
2833,36565690,9.96,100
2834,36566680,9.96,100
2835,36567800,9.96,100
2836,36568770,9.95,500
2837,36569420,9.95,400
2838,36574850,9.95,500
2839,36576500,9.95,2000
2840,36578220,9.96,800
2841,36580290,9.95,5000
2842,36580320,9.95,500
2843,36580550,9.96,100
2844,36581600,9.95,1000
2845,36581750,9.95,6449
2846,36581750,9.95,500
2847,36581750,9.95,100
2848,36581750,9.95,1000
2849,36584050,9.95,2500
2850,36591210,9.95,2600
2851,36598160,9.95,100
2852,36598190,9.95,300
2853,36599450,9.94,100
2854,36602430,9.95,1600
2855,36602950,9.95,4851
2856,36602950,9.96,4149
2857,36604030,9.95,460
2858,36606080,9.95,1000
2859,36606220,9.95,500
2860,36606270,9.95,2240
2861,36606270,9.95,400
2862,36607130,9.94,4600
2863,36607130,9.94,400
2864,36607130,9.94,400
2865,36607130,9.94,2000
2866,36607130,9.94,5760
2867,36607590,9.95,100
2868,36609460,9.94,2700
2869,36610410,9.95,1000
2870,36610460,9.94,300
2871,36612010,9.95,300
2872,36613870,9.94,3456
2873,36615420,9.95,2000
2874,36616560,9.95,100
2875,36620690,9.95,2000
2876,36623450,9.94,500
2877,36624920,9.95,500
2878,36625740,9.95,200
2879,36632360,9.94,3000
2880,36632820,9.95,500
2881,36634410,9.94,1300
2882,36636820,9.95,100
2883,36640830,9.95,100
2884,36641970,9.94,5160
2885,36645500,9.94,27824
2886,36645500,9.94,500
2887,36645500,9.94,400
2888,36645500,9.94,100
2889,36645500,9.94,1000
2890,36645500,9.94,100
2891,36645500,9.94,1000
2892,36645500,9.94,10000
2893,36645500,9.94,1500
2894,36645500,9.94,300
2895,36645500,9.94,1000
2896,36645500,9.94,1000
2897,36645500,9.94,1000
2898,36645500,9.94,500
2899,36645500,9.94,500
2900,36645500,9.94,900
2901,36645500,9.94,2000
2902,36645500,9.94,400
2903,36645500,9.94,3000
2904,36645500,9.94,700
2905,36645500,9.94,1000
2906,36645500,9.94,5000
2907,36645500,9.94,100
2908,36645500,9.94,4200
2909,36645500,9.94,1000
2910,36645500,9.94,1000
2911,36645500,9.94,1400
2912,36645500,9.94,400
2913,36645500,9.94,1300
2914,36645500,9.94,2300
2915,36645500,9.94,1600
2916,36645500,9.94,2700
2917,36645500,9.94,900
2918,36645500,9.94,800
2919,36645500,9.94,300
2920,36645500,9.94,500
2921,36645500,9.94,1000
2922,36645500,9.94,776
2923,36648680,9.95,2000
2924,36650280,9.94,1224
2925,36650280,9.94,1000
2926,36650280,9.94,800
2927,36650280,9.94,200
2928,36650900,9.94,5776
2929,36650900,9.95,224
2930,36651300,9.94,400
2931,36651300,9.94,500
2932,36655160,9.93,900
2933,36655820,9.94,900
2934,36660080,9.94,200
2935,36660080,9.94,400
2936,36660080,9.94,800
2937,36662010,9.95,700
2938,36662730,9.94,600
2939,36662730,9.94,1000
2940,36662730,9.93,590
2941,36662730,9.93,100
2942,36662730,9.93,4710
2943,36662960,9.95,1600
2944,36662980,9.95,5036
2945,36662980,9.95,3800
2946,36662980,9.95,164
2947,36670030,9.95,100
2948,36673590,9.95,100
2949,36681330,9.94,400
2950,36683370,9.95,100
2951,36688160,9.95,900
2952,36688580,9.95,300
2953,36690410,9.94,400
2954,36690410,9.94,700
2955,36690410,9.94,3940
2956,36693100,9.94,3719
2957,36693960,9.94,300
2958,36706240,9.95,100
2959,36716830,9.95,100
2960,36718640,9.94,1248
2961,36719430,9.94,400
2962,36722780,9.95,1600
2963,36722970,9.95,6536
2964,36722970,9.95,1500
2965,36722970,9.95,964
2966,36723110,9.94,33393
2967,36723110,9.94,500
2968,36723110,9.94,2400
2969,36723110,9.94,300
2970,36723110,9.94,7300
2971,36723110,9.94,800
2972,36723110,9.94,1400
2973,36723110,9.94,500
2974,36723110,9.94,1000
2975,36723110,9.94,200
2976,36723110,9.94,100
2977,36723110,9.94,400
2978,36723110,9.94,10000
2979,36723890,9.94,900
2980,36727590,9.94,100
2981,36729980,9.93,900
2982,36736620,9.93,3719
2983,36742120,9.94,100
2984,36742490,9.94,100
2985,36745590,9.94,1000
2986,36753290,9.94,500
2987,36754880,9.94,100
2988,36755070,9.93,2200
2989,36758030,9.93,1600
2990,36759030,9.94,900
2991,36764230,9.94,100
2992,36766570,9.93,4000
2993,36767990,9.94,500
2994,36770720,9.94,500
2995,36772270,9.94,100
2996,36772470,9.94,100
2997,36772760,9.93,3720
2998,36774010,9.94,10000
2999,36774040,9.93,2200
3000,36776710,9.94,1000
3001,36777620,9.93,600
3002,36778130,9.94,500
3003,36778420,9.94,300
3004,36781780,9.94,100
3005,36782410,9.93,48
3006,36782680,9.94,1600
3007,36783170,9.94,9000
3008,36784240,9.93,200
3009,36787940,9.94,100
3010,36788190,9.94,100
3011,36789750,9.94,2900
3012,36789800,9.93,403
3013,36789800,9.93,397
3014,36790780,9.94,100
3015,36800000,9.94,2000
3016,36803220,9.94,100
3017,36803820,9.93,3
